SGD ID	Type	Qualifier	Feature Name	Standard Gene Name	Alias	Parent Feature Name	Secondary SGDID	Chromosome	Start_coordinate	Stop_coordinate	Strand	Genetic Position	Coordinate Version	Sequence Version	Description
S000000324	ORF	Verified	YBR120C	CBP6		chromosome 2	L000000228	2	480923	480435	C		2/3/2011	1/28/1997	"Mitochondrial protein required for translation of the COB mRNA; forms a complex with Cbp3p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthesized cytochrome b (Cobp) and Cbp4p to promote assembly of Cobp into the cytochrome bc1 complex; Cbp3p-Cbp6p complex is sequestered if assembly of Complex III is blocked, downregulating COB mRNA translation"
S000028815	ORF	Dubious	YBR121C-A			chromosome 2		2	482484	482326	C		2/3/2011	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely contained within the verified gene GRS1; identified by expression profiling and mass spectrometry"
S000000325	ORF	Verified	YBR121C	GRS1	glycine--tRNA ligase	chromosome 2	L000000738|L000000731	2	483367	481364	C		2/3/2011	1997-01-28|2011-02-03	"Cytoplasmic and mitochondrial glycyl-tRNA synthase; ligates glycine to the cognate anticodon-bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation; GRS1 has a paralog, GRS2, that arose from the whole genome duplication; human homolog GARS implicated in Charcot-Marie-Tooth disease, can complement yeast null mutant"
S000000326	ORF	Verified	YBR122C	MRPL36	mitochondrial 54S ribosomal protein YmL36|YmL36	chromosome 2	L000002531|L000001171	2	484503	483970	C		2/3/2011	2003-09-22|1997-01-28	Mitochondrial ribosomal protein of the large subunit; overproduction suppresses mutations in the COX2 leader peptide-encoding region
S000000328	ORF	Dubious	YBR124W			chromosome 2		2	486507	486866	W		2/3/2011	1/28/1997	Putative protein of unknown function
S000000327	ORF	Verified	YBR123C	TFC1	transcription factor TFIIIC subunit TFC1|tau 95	chromosome 2	L000002285	2	486691	484742	C		2/3/2011	1/28/1997	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; human homolog is TFIIIC-63
S000000329	ORF	Verified	YBR125C	PTC4	type 2C protein phosphatase PTC4|GCT1	chromosome 2		2	488380	487199	C		2/3/2011	1/28/1997	Cytoplasmic type 2C protein phosphatase (PP2C); identified as a high-copy number suppressor of cnb1 mpk1 synthetic lethality; overexpression decreases high-osmolarity induced Hog1p phosphorylation and kinase activity
S000000330	ORF	Verified	YBR126C	TPS1	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1|TSS1|GLC6|GGS1|FDP1|CIF1|BYP1"	chromosome 2	L000002330	2	490392	488905	C	41	2/3/2011	1/28/1997	"Synthase subunit of trehalose-6-P synthase/phosphatase complex; synthesizes the storage carbohydrate trehalose, which is critically important for survival of long-term desiccation; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress and in response to prolonged exposure to boric acid"
S000028600	ORF	Verified	YBR126W-A	MEO1		chromosome 2		2	490850	491056	W		2/3/2011	7/29/2003	"Putative protein of unknown function; identified by gene-trapping, microarray analysis, and genome-wide homology searches; mRNA identified as translated by ribosome profiling data; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; partially overlaps the dubious ORF YBR126W-B"
S000028738	ORF	Dubious	YBR126W-B			chromosome 2		2	490927	491070	W		2/3/2011	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YBR126W-A; identified by SAGE"
S000000331	ORF	Verified	YBR127C	VMA2	H(+)-transporting V1 sector ATPase subunit B|ATPSV|VAT2	chromosome 2	L000002458	2	492822	491269	C		2/3/2011	1/28/1997	"Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant"
S000000332	ORF	Verified	YBR128C	ATG14	APG14|CVT12	chromosome 2	L000004763|L000004641	2	494115	493081	C		2/3/2011	1/28/1997	"Autophagy-specific subunit of phosphatidylinositol 3-kinase complex I; Atg14p targets complex I to the phagophore assembly site (PAS); required for localizing additional ATG proteins to the PAS; required for overflow degradation of misfolded proteins when ERAD is saturated; homolog of human Barkor; other members are Vps34, Vps15, and Vps30p"
S000000333	ORF	Verified	YBR129C	OPY1		chromosome 2	L000004016	2	495339	494353	C		2/3/2011	1/28/1997	"Protein of unknown function; overproduction blocks cell cycle arrest in the presence of mating pheromone; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000000334	ORF	Verified	YBR130C	SHE3		chromosome 2	L000004189|L000002868	2	496869	495592	C		2/3/2011	1/28/1997	Protein adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance
S000000335	ORF	Verified	YBR131W	CCZ1	CVT16	chromosome 2	L000004556|L000004776|S000029129	2	497163	499277	W		2/3/2011	1/28/1997	"Subunit of a heterodimeric guanine nucleotide exchange factor (GEF); subunit of the Mon1-Ccz1 GEF complex, which stimulates nucleotide exchange and activation of Ypt7p, a Rab family GTPase involved in membrane tethering and fusion events at the late endosome and vacuole; GEF activity is stimulated by membrane association and anionic phospholipids; involved in localizing Ypt7p to the vacuolar membrane; required for macroautophagy, the CVT pathway and mitophagy"
S000028601	ORF	Dubious	YBR131C-A			chromosome 2		2	497739	497650	C		2/3/2011	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YBR131W; identified by gene-trapping, microarray analysis, and genome-wide homology searches"
S000000336	ORF	Verified	YBR132C	AGP2		chromosome 2	L000003947	2	501442	499652	C		2/3/2011	1/28/1997	Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes
S000000338	ORF	Dubious	YBR134W			chromosome 2		2	504243	504644	W		2/3/2011	1/28/1997	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000337	ORF	Verified	YBR133C	HSL7	protein arginine N-methyltransferase	chromosome 2	L000003130	2	504287	501804	C		2/3/2011	1/28/1997	"Protein arginine N-methyltransferase; exhibits septin and Hsl1p-dependent localization to the bud neck in budded cells and periodic Hsl1p-dependent phosphorylation; required with Hsl1p, and Elm1p for the mother-bud neck recruitment, phosphorylation, and degradation of Swe1p; interacts directly with Swe1p; relocalizes away from bud neck upon DNA replication stress; human homolog PRMT5 can complement yeast hsl7 mutant"
S000000339	ORF	Verified	YBR135W	CKS1	cyclin-dependent protein kinase regulatory subunit CKS1	chromosome 2	L000000347	2	504854	505306	W	73	2/3/2011	1/28/1997	"Cyclin-dependent protein kinase regulatory subunit and adaptor; interacts with Cdc28p (aka Cdk1p); required for G1/S and G2/M phase transitions and budding; mediates phosphorylation and degradation of Sic1p; modulates proteolysis of M-phase targets through interactions with the proteasome; role in transcriptional regulation, recruiting proteasomal subunits to target gene promoters; human homologs CKS1B and CKS2 can each complement yeast cks1 null mutant"
S000000340	ORF	Verified	YBR136W	MEC1	protein kinase MEC1|RAD31|SAD3|ESR1	chromosome 2	L000000586|S000029404|S000007656	2	505668	512774	W		2/3/2011	1/28/1997	"Genome integrity checkpoint protein and PI kinase superfamily member; Mec1p and Dun1p function in same pathway to regulate dNTP pools and telomere length; signal transducer required for cell cycle arrest and transcriptional responses to damaged or unreplicated DNA; facilitates replication fork progression and regulates P-body formation under replication stress; promotes interhomolog recombination by phosphorylating Hop1p; associates with shortened, dysfunctional telomeres"
S000000341	ORF	Verified	YBR137W			chromosome 2		2	513044	513583	W		2/3/2011	1997-01-28|2011-02-03	"Protein with a role in ER delivery of tail-anchored membrane proteins; interacts with Sgt2p; binds to the TRC complex, which inserts proteins into the ER membrane; interacts with Msn5p karyopherin; YBR137W is not an essential gene"
S000000342	ORF	Uncharacterized	YBR138C		HDR1	chromosome 2	L000003401	2	515336	513762	C		2/3/2011	1997-01-28|2011-02-03	Cytoplasmic protein of unknown function; APCC(Cdh1) substrate; potentially phosphorylated by Cdc28p; YBR138C is not an essential gene
S000000343	ORF	Verified	YBR139W		carboxypeptidase C	chromosome 2		2	515664	517190	W		2/3/2011	1/28/1997	"Putative serine type carboxypeptidase; role in phytochelatin synthesis; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; expression induced by nitrogen limitation in a GLN3, GAT1-independent manner"
S000000344	ORF	Verified	YBR140C	IRA1	GTPase-activating protein IRA1|PPD1|GLC1	chromosome 2	L000000704|L000000873	2	526628	517350	C	78	2/3/2011	1/28/1997	"GTPase-activating protein; negatively regulates RAS by converting it from GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, mediates membrane association of adenylate cyclase; mutations cause catalase T deficiency, defective glycogen synthesis and defective trehalose accumulation; IRA1 has a paralog, IRA2, that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis"
S000028602	ORF	Dubious	YBR141W-A			chromosome 2		2	527167	527262	W		2/3/2011	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YBR141C; identified by gene-trapping, microarray analysis, and genome-wide homology searching"
S000000345	ORF	Verified	YBR141C	BMT2	25S rRNA (adenine2142-N1)-methyltransferase	chromosome 2		2	528038	527025	C		2/3/2011	1997-01-28|2011-02-03	Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 2142; belongs to Rossmann fold superfamily; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YBR141C is not an essential gene
S000000346	ORF	Verified	YBR142W	MAK5	putative ATP-dependent RNA helicase	chromosome 2	L000000979	2	528317	530638	W	80	2/3/2011	1/28/1997	Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits
S000000347	ORF	Verified	YBR143C	SUP45	translation termination factor eRF1|eRF1|SUP47|SUP1|SAL4	chromosome 2	L000002258|L000002206|S000029305|L000001134	2	532182	530869	C	81	2/3/2011	1/28/1997	Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin; has a role in cytokinesis through interaction with Mlc1p
S000000348	ORF	Dubious	YBR144C			chromosome 2		2	533549	533235	C		2/3/2011	1/28/1997	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YBR144C is not an essential gene"
S000000349	ORF	Verified	YBR145W	ADH5	alcohol dehydrogenase ADH5	chromosome 2	L000000045	2	533762	534817	W		2/3/2011	1/28/1997	"Alcohol dehydrogenase isoenzyme V; involved in ethanol production; ADH5 has a paralog, ADH1, that arose from the whole genome duplication"
S000000350	ORF	Verified	YBR146W	MRPS9	mitochondrial 37S ribosomal protein MRPS9	chromosome 2	L000001175	2	535260	536096	W		2/3/2011	1/28/1997	Mitochondrial ribosomal protein of the small subunit
S000000351	ORF	Verified	YBR147W	RTC2	cationic amino acid transporter|YPQ3|RRT11	chromosome 2		2	536575	537465	W		2/3/2011	1/28/1997	"Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; positive regulation by Lys14p suggests that lysine may be the primary substrate; member of the PQ-loop family, with seven transmembrane domains; similar to mammalian PQLC2 vacuolar transporter; RTC2 has a paralog, YPQ1, that arose from the whole genome duplication"
S000000352	ORF	Verified	YBR148W	YSW1		chromosome 2	L000002553	2	537876	539705	W		2/3/2011	1/28/1997	"Protein required for normal prospore membrane formation; interacts with Gip1p, which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog, SPO21, that arose from the whole genome duplication"
S000000353	ORF	Verified	YBR149W	ARA1	D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1	chromosome 2	L000004642	2	539987	541021	W		2/3/2011	1/28/1997	NADP+ dependent arabinose dehydrogenase; involved in carbohydrate metabolism; purified as homodimer; naturally occurs with a N-terminus degradation product
S000000354	ORF	Verified	YBR150C	TBS1		chromosome 2		2	544493	541209	C		2/3/2011	1/28/1997	"Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; TBS1 has a paralog, HAL9, that arose from the whole genome duplication"
S000000355	ORF	Verified	YBR151W	APD1		chromosome 2		2	545028	545978	W		2/3/2011	1/28/1997	Protein of unknown function; required for normal localization of actin patches and for normal tolerance of sodium ions and hydrogen peroxide; localizes to both cytoplasm and nucleus
